Month,Academic_Phase,Location_Zone,Business_Category,Competitor_Density,Base_Footfall_Index,Demand_Volume,Location_Suitability_Score
12,Holidays,North Gate,Fast Food,12,0.1,10,10.18
6,Resumption,South Gate,Fast Food,12,0.808,457,52.24
4,Mid-Semester,West Gate,Stationery/Printing,3,0.325,123,34.45
8,Mid-Semester,Apatapiti,POS/Fintech,14,0.555,282,16.97
11,Holidays,South Gate,Fashion,11,0.257,19,32.68
9,Exams,Obanla,Stationery/Printing,10,0.71,534,47.82
4,Exams,Obanla,Fashion,11,0.645,91,38.67
10,Holidays,West Gate,Stationery/Printing,4,0.12,7,18.65
12,Holidays,South Gate,POS/Fintech,14,0.318,37,26.24
10,Holidays,Obanla,Fast Food,8,0.1,15,37.28
6,Mid-Semester,Obanla,Fashion,11,0.765,225,39.16
1,Holidays,North Gate,POS/Fintech,8,0.138,18,28.12
4,Exams,North Gate,Fashion,6,0.417,69,42.82
7,Mid-Semester,South Gate,POS/Fintech,17,0.901,406,31.76
12,Holidays,Apatapiti,Stationery/Printing,7,0.1,6,28.6
1,Resumption,North Gate,POS/Fintech,8,0.454,448,30.91
8,Mid-Semester,West Gate,Stationery/Printing,5,0.263,87,27.72
12,Holidays,South Gate,Fast Food,12,0.161,24,22.27
10,Holidays,Obanla,Stationery/Printing,9,0.206,10,31.02
12,Holidays,West Gate,Electronics,1,0.1,3,20.46
11,Holidays,Obanla,Fast Food,12,0.252,33,30.98
6,Resumption,Apatapiti,POS/Fintech,8,0.541,450,35.34
5,Exams,Apatapiti,POS/Fintech,12,0.613,277,29.38
10,Holidays,North Gate,Electronics,3,0.165,7,39.68
11,Holidays,Obanla,POS/Fintech,16,0.247,34,12.23
9,Holidays,South Gate,Fast Food,14,0.198,31,21.36
2,Resumption,Obanla,Fast Food,15,0.669,347,25.12
5,Exams,South Gate,Stationery/Printing,10,0.763,577,58.54
6,Resumption,Obanla,Fashion,14,0.682,203,24.62
7,Mid-Semester,Obanla,POS/Fintech,8,0.71,398,50.51
5,Exams,North Gate,Electronics,0,0.532,47,59.46
9,Exams,South Gate,Fast Food,8,0.762,434,62.34
1,Holidays,West Gate,Fast Food,6,0.1,14,15.64
7,Mid-Semester,South Gate,Fast Food,18,0.877,408,25.67
10,Holidays,South Gate,Fashion,13,0.238,19,17.06
7,Exams,South Gate,Fashion,12,0.75,97,32.59
4,Mid-Semester,West Gate,POS/Fintech,4,0.27,191,26.2
9,Exams,West Gate,Electronics,2,0.27,32,29.92
12,Holidays,Obanla,Fashion,13,0.179,13,8.52
11,Holidays,Apatapiti,Stationery/Printing,6,0.16,8,34.31
5,Exams,South Gate,Fashion,8,0.845,138,63.47
4,Exams,West Gate,Fast Food,5,0.278,177,24.85
7,Mid-Semester,South Gate,Electronics,14,0.855,120,30.67
4,Exams,South Gate,POS/Fintech,9,0.768,452,61.58
3,Mid-Semester,South Gate,Fashion,10,0.925,266,56.58
9,Exams,Obanla,Fast Food,4,0.733,358,76.02
11,Holidays,Apatapiti,Stationery/Printing,8,0.136,8,23.32
8,Exams,North Gate,Stationery/Printing,6,0.536,390,57.4
1,Holidays,West Gate,POS/Fintech,2,0.1,18,28.86
7,Mid-Semester,North Gate,POS/Fintech,9,0.511,315,30.95
9,Exams,South Gate,Fashion,17,0.808,122,25.01
8,Exams,North Gate,POS/Fintech,8,0.526,283,41.0
8,Exams,Obanla,Fast Food,11,0.793,497,48.73
6,Resumption,Apatapiti,Fast Food,12,0.59,287,27.81
11,Holidays,North Gate,Fast Food,12,0.127,20,5.27
4,Exams,Obanla,Fashion,10,0.779,109,43.74
8,Exams,South Gate,Fashion,7,0.794,138,62.24
3,Mid-Semester,Obanla,POS/Fintech,16,0.706,374,20.85
9,Exams,West Gate,Fashion,1,0.325,57,34.96
2,Resumption,South Gate,Fast Food,13,0.837,406,48.15
2,Resumption,Apatapiti,Electronics,7,0.54,147,38.4
12,Holidays,Obanla,Fast Food,12,0.27,36,27.55
12,Holidays,South Gate,Electronics,20,0.14,2,0.0
7,Mid-Semester,West Gate,POS/Fintech,5,0.295,213,24.91
12,Holidays,North Gate,Stationery/Printing,5,0.1,6,46.11
10,Holidays,South Gate,Fashion,10,0.169,13,28.8
4,Mid-Semester,South Gate,Fashion,9,0.848,262,61.6
10,Holidays,South Gate,Fast Food,17,0.299,32,12.5
8,Exams,Apatapiti,Fast Food,14,0.636,281,24.87
9,Exams,Obanla,Electronics,5,0.782,70,62.19
7,Mid-Semester,West Gate,Fashion,3,0.322,105,28.77
5,Exams,South Gate,POS/Fintech,14,0.793,444,38.41
8,Exams,South Gate,Fast Food,17,0.824,289,26.43
4,Exams,South Gate,Fashion,10,0.737,101,55.2
2,Resumption,Obanla,Stationery/Printing,12,0.752,257,35.37
11,Holidays,West Gate,Electronics,0,0.1,3,26.73
12,Holidays,Obanla,Fast Food,13,0.181,24,15.07
6,Resumption,South Gate,Fast Food,15,0.765,357,30.53
9,Exams,Apatapiti,POS/Fintech,11,0.612,339,30.51
1,Holidays,Apatapiti,Fast Food,5,0.172,29,44.12
11,Holidays,South Gate,Fashion,12,0.238,16,27.47
10,Holidays,Apatapiti,Fashion,6,0.1,8,30.04
12,Resumption,South Gate,Fashion,12,0.757,291,39.24
7,Exams,South Gate,Stationery/Printing,11,0.776,445,52.56
10,Holidays,South Gate,Stationery/Printing,8,0.22,10,49.08
9,Exams,North Gate,Fast Food,4,0.468,247,54.17
10,Holidays,North Gate,Stationery/Printing,6,0.136,6,47.39
9,Exams,South Gate,Stationery/Printing,12,0.748,488,57.54
10,Holidays,South Gate,POS/Fintech,11,0.218,27,29.06
11,Holidays,Apatapiti,Stationery/Printing,10,0.237,10,22.12
3,Exams,West Gate,Electronics,0,0.391,39,37.98
11,Holidays,Apatapiti,Electronics,8,0.218,6,22.23
5,Exams,South Gate,Electronics,5,0.716,77,71.4
8,Exams,South Gate,Fast Food,10,0.793,388,46.09
8,Exams,South Gate,Fashion,17,0.783,87,20.94
4,Exams,South Gate,POS/Fintech,10,0.815,440,52.42
12,Holidays,Obanla,Fast Food,15,0.254,31,23.47
11,Holidays,Obanla,Fashion,18,0.185,13,0.0
11,Holidays,Obanla,POS/Fintech,13,0.142,18,22.27
1,Holidays,Obanla,POS/Fintech,15,0.246,22,14.22
1,Resumption,South Gate,POS/Fintech,20,0.784,403,15.11
4,Exams,South Gate,Electronics,11,0.846,61,52.54
6,Resumption,Obanla,Electronics,4,0.726,213,63.78
8,Exams,South Gate,Electronics,8,0.791,74,53.45
6,Resumption,South Gate,POS/Fintech,16,0.706,464,28.68
12,Holidays,North Gate,POS/Fintech,7,0.136,23,25.25
9,Holidays,South Gate,Electronics,11,0.195,6,24.97
9,Exams,South Gate,POS/Fintech,15,0.811,482,37.76
2,Resumption,Apatapiti,Electronics,5,0.611,155,53.06
10,Holidays,Apatapiti,Electronics,4,0.16,5,41.01
1,Holidays,South Gate,Electronics,8,0.304,10,51.87
2,Resumption,South Gate,Fashion,12,0.78,249,42.1
5,Exams,Obanla,POS/Fintech,11,0.698,410,42.67
4,Exams,South Gate,Fast Food,20,0.744,254,22.6
4,Exams,North Gate,Electronics,2,0.486,39,58.42
9,Holidays,South Gate,Fast Food,8,0.167,27,43.55
11,Holidays,South Gate,Fashion,8,0.239,24,39.41
8,Exams,Apatapiti,POS/Fintech,8,0.564,347,41.82
6,Resumption,Apatapiti,Electronics,4,0.533,159,42.79
1,Holidays,South Gate,Electronics,14,0.217,7,7.71
2,Resumption,South Gate,Electronics,13,0.777,179,41.19
6,Resumption,South Gate,Fast Food,16,0.763,325,35.98
11,Holidays,South Gate,Fashion,15,0.319,26,6.44
2,Resumption,West Gate,POS/Fintech,6,0.231,218,18.08
10,Holidays,Obanla,Fashion,6,0.239,20,39.21
5,Holidays,Obanla,Electronics,8,0.25,7,30.5
5,Exams,Apatapiti,Fashion,6,0.515,78,47.74
6,Resumption,Apatapiti,Fast Food,12,0.543,292,31.48
6,Resumption,Apatapiti,Stationery/Printing,11,0.558,188,23.95
6,Mid-Semester,South Gate,Stationery/Printing,11,0.859,271,52.88
2,Resumption,South Gate,POS/Fintech,13,0.772,610,40.82
10,Holidays,Obanla,POS/Fintech,10,0.219,29,31.35
3,Mid-Semester,North Gate,Fashion,6,0.395,125,48.68
6,Mid-Semester,West Gate,POS/Fintech,7,0.295,204,20.09
8,Exams,Obanla,Fast Food,8,0.691,405,62.4
12,Holidays,West Gate,Electronics,4,0.1,3,25.17
11,Holidays,South Gate,Electronics,11,0.256,7,24.96
12,Resumption,Apatapiti,Fashion,10,0.592,237,33.76
1,Resumption,South Gate,Electronics,17,0.822,120,21.17
1,Resumption,West Gate,Fashion,4,0.313,142,25.08
11,Holidays,South Gate,POS/Fintech,12,0.153,21,26.63
2,Resumption,Obanla,POS/Fintech,15,0.682,539,32.53
11,Holidays,Apatapiti,Fast Food,5,0.205,38,42.37
12,Resumption,North Gate,Electronics,4,0.324,80,43.89
12,Holidays,North Gate,Fast Food,2,0.206,38,40.35
6,Resumption,West Gate,Stationery/Printing,0,0.207,89,35.15
9,Holidays,North Gate,Fast Food,7,0.1,18,27.28
4,Mid-Semester,Obanla,Fashion,7,0.788,178,55.8
3,Mid-Semester,South Gate,Fashion,11,0.947,217,50.46
12,Holidays,Apatapiti,Fast Food,10,0.103,14,22.41
8,Exams,Obanla,POS/Fintech,14,0.673,283,33.4
11,Holidays,North Gate,Stationery/Printing,11,0.188,8,28.93
10,Holidays,South Gate,Fast Food,15,0.221,28,13.7
9,Exams,Obanla,POS/Fintech,11,0.7,413,53.1
12,Holidays,South Gate,Fast Food,14,0.223,25,16.41
11,Holidays,South Gate,Electronics,9,0.322,9,38.26
5,Exams,Obanla,Fashion,8,0.751,113,53.66
9,Exams,South Gate,Electronics,8,0.825,62,59.3
2,Resumption,South Gate,Electronics,10,0.794,159,50.35
3,Mid-Semester,Obanla,Stationery/Printing,11,0.771,257,36.96
7,Mid-Semester,South Gate,POS/Fintech,17,0.896,481,36.55
7,Mid-Semester,South Gate,Fashion,9,0.818,184,55.77
6,Mid-Semester,South Gate,Electronics,8,0.847,122,60.26
6,Resumption,Obanla,Fashion,10,0.674,230,33.49
2,Resumption,Obanla,POS/Fintech,11,0.629,568,45.78
10,Holidays,Obanla,Fast Food,15,0.133,14,9.66
6,Resumption,South Gate,Electronics,13,0.835,177,28.69
4,Exams,South Gate,POS/Fintech,13,0.843,469,50.56
12,Holidays,South Gate,Fashion,19,0.301,19,0.0
3,Mid-Semester,North Gate,POS/Fintech,9,0.525,366,28.23
11,Holidays,West Gate,Fast Food,6,0.1,13,13.13
2,Mid-Semester,South Gate,POS/Fintech,19,0.84,349,18.95
1,Holidays,South Gate,Fashion,7,0.263,23,40.31
11,Holidays,South Gate,Electronics,8,0.149,5,37.86
11,Holidays,Obanla,Electronics,10,0.203,6,26.96
5,Exams,Obanla,Stationery/Printing,11,0.759,552,42.38
2,Mid-Semester,Obanla,Fashion,7,0.746,216,54.58
2,Resumption,Apatapiti,Stationery/Printing,10,0.562,187,42.68
7,Exams,North Gate,Stationery/Printing,1,0.554,504,56.07
8,Exams,South Gate,Fast Food,13,0.796,324,39.33
10,Holidays,South Gate,Fashion,15,0.233,15,11.67
8,Exams,Obanla,Electronics,10,0.764,52,41.56
4,Exams,Obanla,Fashion,9,0.697,101,44.79
1,Holidays,Obanla,Fast Food,7,0.134,22,39.37
11,Holidays,Obanla,Fashion,3,0.224,19,46.16
7,Mid-Semester,Obanla,Fashion,11,0.756,190,34.44
1,Holidays,Apatapiti,Stationery/Printing,12,0.149,6,13.03
11,Holidays,Obanla,Fashion,7,0.196,18,39.7
4,Exams,Apatapiti,Stationery/Printing,11,0.511,351,32.7
8,Exams,South Gate,Stationery/Printing,9,0.795,590,56.79
2,Resumption,Obanla,POS/Fintech,13,0.711,537,41.46
6,Resumption,West Gate,Fast Food,5,0.27,157,23.5
6,Resumption,North Gate,Stationery/Printing,14,0.424,149,20.85
12,Resumption,Apatapiti,Fashion,15,0.503,157,7.5
9,Holidays,Obanla,Stationery/Printing,7,0.201,11,32.7
5,Exams,South Gate,Stationery/Printing,9,0.85,645,68.74
10,Holidays,Obanla,Stationery/Printing,11,0.239,13,28.58
4,Mid-Semester,South Gate,Electronics,11,0.822,130,55.16
5,Exams,West Gate,Electronics,2,0.366,34,37.45
12,Holidays,Apatapiti,Electronics,0,0.156,6,38.5
12,Holidays,South Gate,Electronics,8,0.131,3,34.57
10,Holidays,South Gate,POS/Fintech,19,0.218,21,1.91
11,Holidays,Obanla,Stationery/Printing,5,0.137,8,44.43
5,Exams,South Gate,POS/Fintech,20,0.828,381,22.42
8,Exams,South Gate,Fashion,12,0.821,87,41.38
10,Holidays,Obanla,Fast Food,16,0.111,16,7.39
12,Resumption,North Gate,POS/Fintech,8,0.522,480,48.18
8,Exams,South Gate,Electronics,6,0.775,75,67.06
2,Resumption,Apatapiti,Electronics,4,0.449,130,46.95
7,Mid-Semester,West Gate,Fashion,1,0.364,131,38.54
8,Mid-Semester,Apatapiti,Stationery/Printing,6,0.631,217,55.04
11,Holidays,Apatapiti,Fast Food,18,0.137,16,0.0
6,Resumption,South Gate,POS/Fintech,19,0.767,518,21.33
5,Exams,South Gate,Stationery/Printing,14,0.802,494,50.19
11,Holidays,South Gate,Stationery/Printing,13,0.133,3,21.31
9,Holidays,Apatapiti,POS/Fintech,10,0.1,14,15.74
3,Mid-Semester,West Gate,POS/Fintech,7,0.348,206,29.3
12,Holidays,Obanla,POS/Fintech,14,0.208,26,16.69
10,Holidays,Apatapiti,POS/Fintech,9,0.196,32,23.47
4,Exams,Obanla,Electronics,7,0.773,80,57.43
9,Holidays,North Gate,Stationery/Printing,7,0.1,5,34.36
6,Mid-Semester,North Gate,Stationery/Printing,8,0.48,182,42.72
8,Mid-Semester,South Gate,Electronics,10,0.792,122,48.08
7,Exams,South Gate,Stationery/Printing,19,0.801,472,23.8
11,Holidays,Obanla,POS/Fintech,16,0.1,12,9.7
2,Resumption,North Gate,Fast Food,9,0.48,228,34.35
3,Exams,Obanla,Stationery/Printing,10,0.746,457,49.68
1,Holidays,Obanla,Fast Food,11,0.301,50,31.18
9,Exams,South Gate,Fast Food,19,0.802,333,23.03
7,Mid-Semester,North Gate,Electronics,1,0.534,95,57.72
1,Holidays,North Gate,Fashion,3,0.174,16,46.95
3,Exams,North Gate,Stationery/Printing,4,0.561,437,63.37
4,Exams,Apatapiti,Electronics,7,0.513,49,42.83
4,Exams,North Gate,Electronics,1,0.52,46,50.45
5,Exams,Obanla,Fast Food,15,0.732,333,31.69
3,Mid-Semester,Apatapiti,Stationery/Printing,8,0.519,160,36.71
3,Mid-Semester,Apatapiti,Electronics,3,0.623,89,59.22
1,Holidays,Apatapiti,POS/Fintech,12,0.187,25,11.81
7,Mid-Semester,South Gate,Electronics,10,0.766,118,44.72
11,Holidays,South Gate,POS/Fintech,16,0.209,22,14.2
10,Resumption,South Gate,Fashion,9,0.769,266,51.7
1,Holidays,South Gate,POS/Fintech,19,0.215,20,0.0
2,Resumption,West Gate,POS/Fintech,8,0.301,251,17.38
4,Exams,Obanla,Fast Food,19,0.683,261,17.26
4,Exams,South Gate,Electronics,8,0.753,49,52.96
5,Holidays,South Gate,Fashion,19,0.237,14,0.0
11,Resumption,South Gate,Electronics,12,0.844,212,52.2
2,Resumption,Obanla,POS/Fintech,17,0.75,541,17.31
4,Exams,Obanla,POS/Fintech,11,0.832,509,57.69
1,Holidays,Apatapiti,Electronics,4,0.131,4,43.37
2,Resumption,West Gate,Fashion,0,0.262,105,32.0
1,Holidays,South Gate,Fashion,8,0.105,8,31.61
10,Holidays,South Gate,Fast Food,20,0.182,23,0.0
10,Holidays,South Gate,POS/Fintech,19,0.133,15,0.0
4,Exams,North Gate,POS/Fintech,11,0.458,250,31.9
4,Exams,West Gate,Fast Food,4,0.353,234,33.01
7,Exams,Obanla,Electronics,10,0.766,64,51.4
10,Holidays,Obanla,POS/Fintech,13,0.171,21,22.71
11,Holidays,North Gate,Electronics,1,0.1,3,45.3
11,Holidays,South Gate,Fashion,14,0.172,11,13.98
9,Exams,South Gate,Stationery/Printing,15,0.851,517,42.06
9,Holidays,Obanla,Fast Food,13,0.172,23,14.85
5,Exams,Obanla,POS/Fintech,10,0.726,365,47.27
10,Holidays,South Gate,Fast Food,16,0.246,30,11.66
1,Holidays,Obanla,Fashion,8,0.225,22,29.37
1,Holidays,Apatapiti,Fashion,5,0.1,9,34.37
6,Resumption,North Gate,Fashion,1,0.478,246,54.16
2,Resumption,Obanla,Fashion,8,0.68,261,51.42
8,Exams,North Gate,Stationery/Printing,4,0.385,304,62.46
9,Exams,Obanla,Electronics,6,0.782,72,61.89
4,Exams,Apatapiti,Electronics,3,0.58,41,56.74
5,Exams,West Gate,Stationery/Printing,2,0.208,212,26.94
11,Holidays,South Gate,Electronics,12,0.183,6,20.94
8,Exams,North Gate,Fashion,9,0.464,67,33.05
3,Mid-Semester,South Gate,Electronics,9,0.981,156,69.25
5,Exams,South Gate,Fast Food,11,0.764,389,51.93
3,Mid-Semester,Obanla,Electronics,10,0.716,96,37.8
12,Holidays,West Gate,Fast Food,7,0.1,16,13.93
10,Holidays,North Gate,POS/Fintech,14,0.232,27,1.23
3,Mid-Semester,South Gate,Fast Food,11,0.838,425,50.23
3,Mid-Semester,South Gate,Fast Food,13,0.828,420,44.69
12,Resumption,North Gate,Fashion,8,0.459,179,38.35
7,Mid-Semester,South Gate,Fashion,11,0.834,235,49.22
7,Mid-Semester,South Gate,Fashion,9,0.833,272,52.97
7,Mid-Semester,Obanla,Fast Food,7,0.798,475,56.29
10,Holidays,South Gate,Stationery/Printing,12,0.188,7,30.56
8,Exams,Obanla,Fashion,9,0.695,87,45.57
5,Exams,Apatapiti,Fashion,4,0.62,104,54.85
5,Exams,South Gate,Fast Food,14,0.736,394,38.11
4,Exams,Obanla,POS/Fintech,12,0.695,355,40.12
7,Mid-Semester,Obanla,POS/Fintech,12,0.667,368,44.5
10,Holidays,Obanla,Electronics,9,0.163,5,29.89
4,Exams,North Gate,POS/Fintech,10,0.457,228,31.79
2,Resumption,South Gate,Fashion,13,0.748,292,42.55
4,Exams,Apatapiti,Stationery/Printing,3,0.55,451,55.65
8,Exams,Apatapiti,Electronics,2,0.584,58,56.15
9,Holidays,South Gate,Stationery/Printing,15,0.157,6,17.59
3,Mid-Semester,South Gate,Stationery/Printing,12,0.87,198,57.76
7,Mid-Semester,South Gate,Fashion,11,0.825,223,47.68
12,Holidays,South Gate,Fast Food,14,0.25,33,12.93
9,Holidays,Obanla,Fast Food,7,0.184,32,38.56
11,Holidays,South Gate,Fast Food,17,0.183,26,11.81
4,Exams,South Gate,POS/Fintech,14,0.742,392,33.04
10,Holidays,Apatapiti,Fast Food,15,0.165,21,4.65
3,Mid-Semester,South Gate,Fashion,13,0.84,253,42.09
5,Holidays,Apatapiti,POS/Fintech,12,0.223,29,11.96
1,Holidays,Obanla,Fast Food,12,0.264,44,21.05
3,Mid-Semester,South Gate,Stationery/Printing,17,0.826,237,29.17
8,Exams,Obanla,Fashion,11,0.595,73,35.08
11,Holidays,Obanla,Fashion,7,0.232,23,36.38
8,Exams,North Gate,Electronics,1,0.448,47,58.35
4,Exams,South Gate,Fashion,11,0.79,108,48.06
2,Resumption,Obanla,Stationery/Printing,15,0.735,235,21.65
8,Exams,West Gate,Fashion,3,0.302,53,31.26
8,Exams,Obanla,Electronics,3,0.755,78,63.22
10,Holidays,South Gate,Fashion,11,0.266,20,27.07
4,Exams,Obanla,Fashion,6,0.704,114,51.02
3,Mid-Semester,North Gate,Electronics,2,0.534,89,52.76
2,Resumption,Obanla,Fashion,10,0.68,233,43.48
9,Holidays,Obanla,POS/Fintech,15,0.214,27,12.32
1,Holidays,Obanla,Fashion,11,0.195,17,23.9
7,Mid-Semester,Apatapiti,Fast Food,6,0.668,442,61.94
5,Holidays,Obanla,Fast Food,20,0.123,14,0.0
8,Exams,Obanla,POS/Fintech,11,0.691,334,53.65
4,Exams,South Gate,Fashion,13,0.803,100,42.75
7,Mid-Semester,Apatapiti,Stationery/Printing,9,0.606,206,37.85
5,Exams,West Gate,Fashion,2,0.221,45,27.42
5,Exams,South Gate,Fast Food,17,0.77,298,24.82
9,Holidays,North Gate,Electronics,3,0.127,4,36.11
9,Holidays,South Gate,POS/Fintech,10,0.185,25,38.3
9,Exams,Apatapiti,Electronics,6,0.484,33,43.98
12,Holidays,Obanla,Stationery/Printing,12,0.169,7,10.05
6,Resumption,South Gate,Fashion,12,0.704,214,42.33
6,Resumption,Apatapiti,Stationery/Printing,8,0.57,220,38.12
5,Exams,South Gate,Electronics,13,0.822,69,33.24
9,Holidays,Apatapiti,Fashion,11,0.195,17,19.79
10,Holidays,North Gate,Stationery/Printing,5,0.135,7,51.83
8,Exams,South Gate,Fast Food,14,0.754,421,33.32
7,Mid-Semester,South Gate,Fast Food,16,0.693,384,25.61
7,Mid-Semester,South Gate,POS/Fintech,15,0.907,449,39.03
6,Resumption,Obanla,Fast Food,13,0.654,257,30.82
5,Exams,Obanla,Fast Food,13,0.601,221,23.23
4,Mid-Semester,South Gate,Electronics,14,0.928,109,37.31
3,Exams,South Gate,Fast Food,20,0.836,307,15.25
3,Mid-Semester,South Gate,Fast Food,17,0.928,505,38.3
6,Mid-Semester,Obanla,Electronics,9,0.771,127,49.05
4,Exams,Obanla,Fast Food,10,0.746,423,46.45
12,Resumption,South Gate,Fast Food,14,0.74,328,38.29
12,Holidays,Obanla,POS/Fintech,15,0.223,26,7.91
6,Mid-Semester,South Gate,Fast Food,13,0.947,480,48.95
3,Mid-Semester,West Gate,Fast Food,1,0.341,291,30.78
4,Exams,West Gate,POS/Fintech,7,0.267,150,19.35
9,Holidays,Obanla,Electronics,7,0.122,3,35.62
5,Exams,West Gate,Fast Food,4,0.342,216,28.26
7,Mid-Semester,Apatapiti,Stationery/Printing,11,0.603,170,30.69
10,Holidays,Apatapiti,Electronics,6,0.155,5,31.16
2,Mid-Semester,Obanla,Electronics,7,0.651,103,48.06
5,Exams,South Gate,Fast Food,9,0.705,347,59.84
9,Exams,South Gate,POS/Fintech,14,0.812,395,47.03
11,Holidays,South Gate,Electronics,9,0.168,5,33.21
3,Mid-Semester,Obanla,POS/Fintech,15,0.76,451,35.22
9,Holidays,South Gate,Stationery/Printing,15,0.26,10,15.42
11,Holidays,South Gate,POS/Fintech,12,0.184,23,32.23
6,Resumption,North Gate,Fashion,3,0.462,213,56.38
4,Exams,South Gate,POS/Fintech,19,0.802,371,24.99
7,Mid-Semester,Obanla,Electronics,6,0.898,145,64.42
8,Exams,West Gate,POS/Fintech,4,0.259,184,22.23
6,Resumption,Obanla,POS/Fintech,19,0.64,382,14.07
5,Exams,Obanla,Fashion,9,0.69,90,47.87
6,Resumption,Obanla,Fashion,13,0.733,250,35.52
5,Holidays,North Gate,Fast Food,9,0.1,15,18.71
8,Exams,South Gate,Electronics,12,0.845,73,41.8
1,Holidays,Apatapiti,Fast Food,9,0.152,23,23.78
11,Holidays,South Gate,Fashion,11,0.216,20,22.36
7,Mid-Semester,South Gate,POS/Fintech,14,0.93,452,49.02
10,Holidays,Apatapiti,Fashion,7,0.1,8,27.86
10,Holidays,South Gate,Stationery/Printing,12,0.219,9,34.03
11,Holidays,North Gate,POS/Fintech,7,0.16,23,30.71
2,Resumption,South Gate,Fast Food,20,0.785,340,13.32
9,Exams,South Gate,POS/Fintech,14,0.734,352,36.7
1,Holidays,South Gate,Stationery/Printing,12,0.156,7,35.26
11,Holidays,South Gate,Fashion,20,0.226,14,0.0
10,Holidays,Obanla,Electronics,10,0.1,3,25.74
6,Resumption,Apatapiti,Electronics,10,0.514,106,32.39
9,Exams,North Gate,Electronics,2,0.413,44,48.49
1,Resumption,Apatapiti,Fashion,9,0.55,236,34.1
4,Exams,South Gate,Electronics,12,0.8,53,39.29
4,Mid-Semester,South Gate,Stationery/Printing,15,0.869,282,48.0
9,Exams,South Gate,Fashion,8,0.764,96,62.85
11,Holidays,Obanla,Electronics,7,0.201,6,35.31
5,Exams,North Gate,Fast Food,7,0.475,262,43.77
5,Holidays,Obanla,Fashion,11,0.145,11,17.17
6,Resumption,Apatapiti,Fashion,10,0.595,240,27.38
1,Holidays,Obanla,POS/Fintech,16,0.222,28,6.99
1,Holidays,Obanla,Electronics,9,0.156,4,29.87
9,Exams,West Gate,Fast Food,7,0.246,157,22.16
3,Mid-Semester,South Gate,Stationery/Printing,14,0.896,301,47.85
4,Exams,North Gate,Fashion,5,0.394,66,43.56
1,Holidays,Obanla,Stationery/Printing,11,0.123,5,13.3
9,Holidays,Obanla,Stationery/Printing,9,0.212,10,27.66
8,Mid-Semester,South Gate,Stationery/Printing,15,0.941,255,44.45
2,Resumption,North Gate,POS/Fintech,5,0.42,406,46.2
8,Exams,North Gate,Stationery/Printing,4,0.451,299,54.6
7,Mid-Semester,North Gate,Electronics,1,0.489,89,55.04
11,Holidays,South Gate,Electronics,7,0.189,7,41.51
6,Mid-Semester,West Gate,Fast Food,6,0.279,171,22.15
1,Resumption,Apatapiti,Fast Food,4,0.509,321,56.33
7,Mid-Semester,North Gate,Stationery/Printing,4,0.509,154,63.45
10,Holidays,Obanla,Stationery/Printing,12,0.222,9,19.48
7,Mid-Semester,Apatapiti,POS/Fintech,4,0.608,447,59.82
9,Holidays,South Gate,Stationery/Printing,15,0.204,8,24.74
1,Holidays,South Gate,Stationery/Printing,15,0.182,7,20.93
2,Mid-Semester,Obanla,Stationery/Printing,13,0.691,210,29.05
11,Holidays,Apatapiti,Fashion,5,0.1,9,33.42
9,Exams,South Gate,Fashion,12,0.733,79,43.59
9,Holidays,West Gate,POS/Fintech,5,0.107,16,16.51
6,Resumption,North Gate,POS/Fintech,7,0.421,380,39.58
6,Resumption,North Gate,Electronics,2,0.47,153,48.21
4,Exams,South Gate,POS/Fintech,15,0.772,369,41.43
4,Mid-Semester,South Gate,Electronics,6,0.846,139,71.35
5,Exams,Apatapiti,Stationery/Printing,3,0.553,465,53.97
3,Mid-Semester,West Gate,POS/Fintech,10,0.379,245,22.36
1,Resumption,North Gate,POS/Fintech,10,0.426,312,24.44
1,Holidays,West Gate,POS/Fintech,7,0.117,17,15.38
12,Resumption,Apatapiti,Electronics,8,0.47,124,39.17
7,Mid-Semester,North Gate,Electronics,1,0.568,104,57.33
1,Holidays,Obanla,Fast Food,18,0.229,30,0.0
1,Holidays,North Gate,Electronics,3,0.1,4,38.45
3,Mid-Semester,Obanla,Electronics,6,0.72,115,65.82
10,Holidays,South Gate,Fashion,12,0.272,22,24.21
4,Exams,Obanla,POS/Fintech,15,0.759,350,34.68
4,Exams,South Gate,Electronics,15,0.796,60,23.93
2,Resumption,Apatapiti,POS/Fintech,7,0.497,373,41.32
1,Holidays,Apatapiti,POS/Fintech,9,0.204,31,32.78
